complaint,department
Urgent attention needed. People are dumping trash right outside the community hospital gate. It is a massive health hazard.,Garbage Collection
"Pls check the main water reservoir near the park, it seems to be overflowing and wasting water. This is happening on the bridge.",Water Supply
No technician has arrived to fix the underground cable fault near the railway station area. Needs fix near the petrol pump.,Electricity
"The bus shelter near the railway station has no roof, commuters have to stand under the heavy rain. This is happening near the public library.",Public Transport
The entire street is littered with plastic bags after the weekend festival celebration.,Garbage Collection
"An emergency situation has arisen. The crossing light remains red for too long, causing frustrated drivers to break the rules constantly. This needs to be fixed before an accident happens.",Traffic Signals
"Extremely disappointed with municipal services. Pls check the main water reservoir near the park, it seems to be overflowing and wasting water. This needs to be fixed before an accident happens.",Water Supply
"The commercial market area is flooded with smelly sewer water, customers cannot enter shops. This is happening on the national highway near the toll booth.",Sewage & Drainage
Highly frustrated with the current state. The entire locality is flooded with drainage water after the heavy rains yesterday morning. Kindly address this on high priority.,Sewage & Drainage
watar supply cut off without any prior notice in Sunrise Housing Society. Needs fix near the public library.,Water Supply
"Buses are running extremely late, I had to wait for more than an hour to go to the hospital. Kindly address this on high priority.",Public Transport
The municipal workers cleared the drain but left the stinking sludge right on the side of the road. We pay our taxes regularly for this?,Sewage & Drainage
unauthorized vehicle parking on both sides of the narrow lane is blocking the entry of fire engines. needs fix in the residential block c.,Other
The street inside our housing society entrance is completely worn out. Senior citizens cannot walk safely. It is worse in this scorching heat.,Roads & Potholes
"The commercial market area is flooded with smelly sewer water, customers cannot enter shops. The concerned department must check this today.",Sewage & Drainage
