"complaint","department"
"The metro service near outside the mosque has been irregular, with long gaps between trains lately.","Public Transport"
"Only 2 out of 10 poles are working near the church junction, the rest have been dark for months.","Street Lighting"
"The last mile connectivity from the station outside City Hospital to residential areas is extremely poor.","Public Transport"
"please increase the number of buses on this route, its always packed near near the government hospital","Public Transport"
"There is a leakage in the main water line near the temple for over a week and it is flooding the street.","Water Supply"
"The electric pole wires on Ring Road are tangled with tree branches, risk of short circuit is high.","Electricity"
"Illegal dumping of construction material has blocked the pedestrian path in Old Town market for weeks.","Other"
"During the heatwave, power cuts near the vegetable mandi have increased to almost 6 hours a day.","Electricity"
"Construction waste has been dumped illegally Lakeview Apartments, blocking half the road.","Garbage Collection"
"Trees in the park in the industrial area have not been trimmed and branches are falling during storms.","Parks & Gardens"
"An open manhole outside the mosque is extremely dangerous, a child almost fell into it yesterday.","Sewage & Drainage"
"Our electricity bill on the highway bypass road shows an abnormally high reading despite minimal usage this month.","Electricity"
"The lighting at the bus stop Rajpuri village has failed and commuters wait in complete darkness.","Street Lighting"
"Construction debris has been left on the road close to the fire station for weeks, blocking half the lane.","Roads & Potholes"
"Kids' play area in front of Ambedkar Park has broken slides with sharp edges, very dangerous for children.","Parks & Gardens"
"An unauthorized religious structure has come up overnight Sector 12, blocking half the road.","Other"
"There is a burning smell coming from the electric pole near Sunrise Public School, please send someone immediately.","Electricity"
"We have raised this issue thrice already, the streetlight behind the fish market is still not repaired.","Street Lighting"
"Traffic police are absent near the vegetable mandi and the broken signal is causing severe congestion.","Traffic Signals"
"The feeder bus service to the metro station near Gandhi Chowk has been discontinued without explanation.","Public Transport"
"bus stop shelter near MG Road is broken and we have to stand in the rain every day","Public Transport"
"During Diwali the lights in Nehru Colony were working, but they have been off ever since.","Street Lighting"
"The cemetery in front of the primary health centre is overgrown and poorly maintained, families find it hard to visit.","Other"
"Encroachment near the park boundary Rajpuri village has reduced the play area for children.","Parks & Gardens"
"Construction waste has been dumped illegally on the flyover near Sector 9, blocking half the road.","Garbage Collection"
"During peak hours the traffic light near Sunrise Public School malfunctions and creates chaos on the road.","Traffic Signals"
"Water is not reaching the upper floors of our building behind the fish market due to low pressure.","Water Supply"
"bus stop shelter near Shanti Nagar is broken and we have to stand in the rain every day","Public Transport"
"Weekend crowds leave the park Sector 12 full of trash by evening with no cleanup afterward.","Parks & Gardens"
"Unregulated firecracker stalls near close to the fire station pose a serious fire risk during the festival season.","Other"
"A stray cattle herd roams freely Green Valley Society, causing traffic disruptions and damaging crops.","Other"
"The feeder bus service to the metro station Sector 12 has been discontinued without explanation.","Public Transport"
"A speed breaker close to the college gate was built without proper marking and bikers keep falling at night.","Roads & Potholes"
